PositiveReview,NegativeReview,Score,GuestName,GuestCountry,RoomType,NumberOfNights,VisitDate,GroupType
Not Reviewed,Not Reviewed,7,Sergey,Israel,Double Room,1,Nov-22,Solo traveler
Not Reviewed,Not Reviewed,5,Andrii,Ukraine,Budget Twin Room,1,Oct-22,Couple
Not Reviewed,Not Reviewed,6,Julia,Switzerland,Double Room with Balcony,1,Nov-22,Couple
Not Reviewed,Not Reviewed,5,Giulia,Italy,Double Room with Balcony,2,Nov-22,Solo traveler
Not Reviewed,Not Reviewed,7,Xliga,Italy,Double Room with Balcony,4,Nov-22,Solo traveler
Not Reviewed,Not Reviewed,5,Uwe,Germany,Budget Twin Room,1,Oct-22,Couple
Not Reviewed,Not Reviewed,7,Sylvie,France,Double Room with Balcony,1,Oct-22,Family
Not Reviewed,Not Reviewed,7,Edward,France,Budget Twin Room,1,Oct-22,Group
Not Reviewed,Not Reviewed,7,Vasileios,Greece,Double Room with Balcony,4,Oct-22,Group
Not Reviewed,Not Reviewed,6,Oleksandr,Ukraine,Double Room with Balcony,1,Sep-22,Couple
Not Reviewed,Not Reviewed,6,Vasproto,Greece,Budget Twin Room,4,Sep-22,Group
Not Reviewed,Not Reviewed,7,Orly,Cyprus,Double Room with Balcony,2,Sep-22,Couple
Not Reviewed,Not Reviewed,7,Careddu,Italy,Budget Twin Room,1,Aug-22,Solo traveler
Not Reviewed,Not Reviewed,7,Yulia,Cyprus,Two-Bedroom Suite,1,Aug-22,Couple
Not Reviewed,Not Reviewed,1,Mihalis,Cyprus,Double Room,4,Aug-22,Family
Not Reviewed,Not Reviewed,7,Darío,Spain,Double Room with Balcony,1,Aug-22,Solo traveler
Not Reviewed,Not Reviewed,7,חגי,Israel,Double Room with Balcony,1,Aug-22,Couple
Not Reviewed,Not Reviewed,6,Pantelitsa,Cyprus,Double Room with Balcony,1,Jul-22,Couple
Not Reviewed,Not Reviewed,5,Restynot,Sweden,Double Room with Balcony,1,Aug-22,Family
Not Reviewed,Not Reviewed,7,Andrii,France,Budget Twin Room,2,Jun-22,Solo traveler
Not Reviewed,Not Reviewed,6,Frieda,Norway,Budget Twin Room,1,Jun-22,Group
Not Reviewed,Not Reviewed,7,David,France,Double Room,1,Jun-22,Solo traveler
Not Reviewed,Not Reviewed,7,Máté,Hungary,Double Room,1,Jun-22,Couple
Not Reviewed,Not Reviewed,6,Paolo,Italy,Double Room,1,Feb-22,Couple
Not Reviewed,Not Reviewed,7,Vadym,Ukraine,Double Room,1,Jan-22,Couple
Not Reviewed,Not Reviewed,7,Olena,Ukraine,Double Room with Balcony,4,Oct-21,Couple
Not Reviewed,Not Reviewed,6,Silvia,Germany,Double Room with Balcony,1,Dec-21,Solo traveler
Not Reviewed,Not Reviewed,7,Rodolfo,Switzerland,Double Room with Balcony,1,Nov-21,Couple
Not Reviewed,Not Reviewed,7,Ioannis,Greece,Double Room,1,Nov-21,Solo traveler
Not Reviewed,Not Reviewed,6,Giannos,Cyprus,Double Room,1,Oct-21,Couple
Not Reviewed,Not Reviewed,7,Alexey,Russia,Double Room with Balcony,1,Oct-21,Family
Not Reviewed,Not Reviewed,1,Nikolas,Cyprus,Double Room,1,Sep-21,Couple
Not Reviewed,Not Reviewed,7,Concetta,Italy,Double Room,1,Aug-21,Couple
Not Reviewed,Not Reviewed,7,Evgenii,Russia,Double Room with Balcony,1,Sep-21,Couple
Not Reviewed,Not Reviewed,7,Augustin,France,Double Room with Balcony,1,Aug-21,Couple
Not Reviewed,Not Reviewed,7,Mohamad,Denmark,Double Room with Balcony,1,Aug-21,Group
Not Reviewed,Not Reviewed,7,Томозов,Russia,Double Room with Balcony,1,Jun-21,Couple
Not Reviewed,Not Reviewed,10,Anonymous,Russia,,7,Nov-22,Solo traveler
Not Reviewed,Not Reviewed,10,Anonymous,Croatia,,4,Sep-22,Couple
Not Reviewed,Not Reviewed,10,Anonymous,Netherlands,,1,Aug-22,Couple
Not Reviewed,Not Reviewed,9,Anonymous,Ukraine,,4,Jul-22,Solo traveler
Not Reviewed,Not Reviewed,10,Anonymous,Iceland,,1,May-22,Family
Not Reviewed,Not Reviewed,10,Anonymous,Cyprus,,1,Apr-22,Couple
Not Reviewed,Not Reviewed,8,Anonymous,Germany,,1,Nov-21,Couple
Not Reviewed,Not Reviewed,9,Anonymous,Romania,,1,Nov-21,Couple
Not Reviewed,Not Reviewed,9,Anonymous,Sweden,,2,Nov-21,Family
Not Reviewed,Not Reviewed,9,Anonymous,Poland,,14,Oct-21,Family
Not Reviewed,Not Reviewed,8,Anonymous,Poland,,2,Oct-21,Solo traveler
Not Reviewed,Not Reviewed,8,Anonymous,France,,1,Sep-21,Family
Not Reviewed,Not Reviewed,10,Anonymous,Ukraine,,2,Sep-21,Solo traveler
Not Reviewed,Not Reviewed,8,Anonymous,Israel,,1,Sep-21,Family
Not Reviewed,Not Reviewed,10,Anonymous,Israel,,5,Sep-21,Couple
Not Reviewed,Not Reviewed,9,Anonymous,Czech Republic,,1,Sep-21,Group
Not Reviewed,Not Reviewed,8,Anonymous,Sweden,,1,Aug-21,Couple
Not Reviewed,Not Reviewed,9,Anonymous,Germany,,3,Sep-21,Solo traveler
Not Reviewed,Not Reviewed,6,Anonymous,Austria,,1,Oct-22,Couple
